boroct2020,geoid,borough,nta,tract,risk_score,priority_score,archetype,units_res,at_risk_units,estimated_protected_units_per_1m,evictions,displacement_pressure_raw,market_heat_raw,stock_vuln_raw,early_risk_score
3115600,36047115600,Brooklyn,East New York (North),1156,83.9,69.0,Preserve,1792,649.0,27.0,122.0,68.08035714285714,44753.484375,83.5,83.6
2007600,36005007600,Bronx,Soundview-Bruckner-Bronx River,76,68.8,68.9,Preserve,1673,787.0,33.0,148.0,88.46383741781231,35344.500896592945,88.52380952380963,68.9
1013202,36061013202,Manhattan,Upper East Side-Lenox Hill-Roosevelt Island,132.02,23.6,68.9,Produce,2575,2302.0,95.0,0.0,0.0,90882.52427184465,108.7777777777776,25.9
4014700,36081014700,Queens,Astoria (East)-Woodside (North),147,76.8,68.8,Preserve,1416,703.0,29.0,26.0,18.361581920903955,58210.127118644064,89.87368421052633,81.4
2017701,36005017701,Bronx,Concourse-Concourse Village,177.01,53.5,68.8,Preserve,1416,1008.0,42.0,183.0,129.23728813559322,30298.728813559323,98.05084745762724,52.7
1015001,36061015001,Manhattan,Upper East Side-Carnegie Hill,150.01,68.9,68.8,Protect,1389,786.0,32.0,13.0,9.359251259899208,283286.6817854572,92.67647058823513,78.0
3055800,36047055800,Brooklyn,Madison,558,76.3,68.7,Protect,967,706.0,29.0,16.0,16.546018614270942,48764.76421923475,98.84337349397606,67.4
3000301,36047000301,Brooklyn,Brooklyn Heights,3.01,27.2,68.7,Produce,1987,1977.0,81.0,0.0,0.0,141734.0890790136,134.2709677419357,28.7
2020601,36005020601,Bronx,Westchester Square,206.01,76.2,68.6,Protect,1084,704.0,29.0,24.0,22.14022140221402,44144.58487084871,95.49837133550477,81.1
3025400,36047025400,Brooklyn,Bensonhurst,254,58.9,68.6,Protect,1164,913.0,38.0,9.0,7.731958762886598,59356.914089347076,101.36501079913592,65.9
3150200,36047150200,Brooklyn,Windsor Terrace-South Slope,1502,53.0,68.5,Protect,1171,1009.0,41.0,6.0,5.123825789923143,79751.21263877029,105.95339805825233,80.3
4009600,36081009600,Queens,South Ozone Park,96,80.0,68.5,Protect,837,667.0,27.0,27.0,32.25806451612903,39034.121863799286,101.82770270270271,76.2
2023600,36005023600,Bronx,Pelham Parkway-Van Nest,236,92.1,68.4,Protect,659,577.0,24.0,37.0,56.14567526555387,40762.16995447648,107.04918032786873,93.6
4018501,36081018501,Queens,Sunnyside,185.01,61.6,68.4,Preserve,1631,866.0,36.0,26.0,15.941140404659718,45471.52053954629,91.10734463276845,49.7
4084000,36081084000,Queens,South Ozone Park,840,54.6,68.3,Preserve,1908,973.0,40.0,48.0,25.157232704402517,37130.267295597485,90.27324171382406,58.2
3020600,36047020600,Brooklyn,Dyker Heights,206,84.5,68.3,Protect,822,626.0,26.0,16.0,19.464720194647203,53043.28223844282,100.40410958904113,87.3
3056900,36047056900,Brooklyn,Greenpoint,569,68.3,68.3,Protect,939,778.0,32.0,7.0,7.454739084132056,146045.21725239616,103.38888888888869,67.8
3073800,36047073800,Brooklyn,Flatlands,738,67.9,68.2,Protect,1102,777.0,32.0,38.0,34.48275862068965,36070.045372050816,97.7777777777776,71.1
3059200,36047059200,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,592,59.7,68.2,Preserve,1735,885.0,36.0,33.0,19.020172910662826,41643.3734870317,90.27968337730886,58.3
2023800,36005023800,Bronx,Pelham Parkway-Van Nest,238,88.8,68.1,Protect,844,593.0,24.0,50.0,59.241706161137444,40460.01184834123,97.62537764350486,85.1
3026000,36047026000,Brooklyn,Bensonhurst,260,58.6,68.1,Protect,1201,898.0,37.0,9.0,7.4937552039966695,68971.99084096587,99.82708333333358,44.7
4013400,36081013400,Queens,Kew Gardens,134,71.9,68.0,Preserve,3104,730.0,30.0,129.0,41.55927835051546,49248.0206185567,76.31012658227837,71.4
3078400,36047078400,Brooklyn,East Flatbush-Farragut,784,90.8,68.0,Protect,1115,577.0,24.0,47.0,42.152466367713004,53423.39461883408,90.64912280701765,86.0
3053500,36047053500,Brooklyn,South Williamsburg,535,48.2,67.9,Monitor,1271,1084.0,44.0,5.0,3.933910306845004,84109.91974822975,105.24291497975719,55.4
3013200,36047013200,Brooklyn,Dyker Heights,132,86.8,67.9,Protect,767,600.0,24.0,15.0,19.55671447196871,56666.60104302477,101.30065359477112,92.6
3114202,36047114202,Brooklyn,Cypress Hills,1142.02,73.4,67.9,Protect,786,709.0,29.0,54.0,68.70229007633588,33367.51908396946,109.2838983050849,70.9
3039200,36047039200,Brooklyn,Gravesend (East)-Homecrest,392,78.4,67.8,Protect,1089,663.0,27.0,16.0,14.692378328741965,72455.59963269054,94.08708708708718,82.4
4046500,36081046500,Queens,Elmhurst,465,75.6,67.8,Protect,977,688.0,28.0,18.0,18.42374616171955,45262.114636642786,97.72727272727275,80.0
2042000,36005042000,Bronx,Wakefield-Woodlawn,420,66.7,67.7,Preserve,1631,779.0,32.0,216.0,132.43408951563455,34611.3507050889,88.84242424242439,65.5
4009800,36081009800,Queens,South Ozone Park,98,87.7,67.7,Protect,769,591.0,24.0,22.0,28.60858257477243,46092.288686605985,100.6803069053708,91.1
4092500,36081092500,Queens,College Point,925,86.5,67.6,Protect,1236,597.0,24.0,46.0,37.2168284789644,50307.185275080905,89.23143350604482,83.0
3090800,36047090800,Brooklyn,Brownsville,908,73.3,67.6,Preserve,2436,705.0,29.0,87.0,35.714285714285715,48663.97783251232,79.33333333333371,69.2
3040500,36047040500,Brooklyn,Bushwick (East),405,95.4,67.5,Protect,681,541.0,22.0,26.0,38.1791483113069,53026.563876651984,101.75428571428552,92.9
3112600,36047112600,Brooklyn,East New York-New Lots,1126,88.4,67.5,Preserve,1414,584.0,24.0,136.0,96.18104667609619,44394.893210749644,85.86612021857923,88.5
1002902,36061002902,Manhattan,Chinatown-Two Bridges,29.02,24.1,67.4,Produce,2333,2135.0,86.0,0.0,0.0,96731.44149164166,110.75342465753442,26.4
3081400,36047081400,Brooklyn,East Flatbush-Rugby,814,83.4,67.4,Protect,919,615.0,25.0,42.0,45.701849836779104,39555.73449401523,96.05655526992291,81.7
4026300,36081026300,Queens,Woodside,263,70.6,67.4,Preserve,2151,727.0,29.0,61.0,28.358902835890284,48162.754997675496,82.03686635944723,64.9
4002400,36081002400,Queens,Richmond Hill,24,89.4,67.3,Protect,656,572.0,23.0,33.0,50.30487804878049,39758.006097560974,106.58842443729918,88.4
1010802,36061010802,Manhattan,East Midtown-Turtle Bay,108.02,24.2,67.3,Produce,2555,2112.0,85.0,0.0,0.0,157382.90136986302,103.30303030303048,26.6
3038900,36047038900,Brooklyn,Bushwick (West),389,90.0,67.2,Preserve,1459,567.0,23.0,52.0,35.64084989718986,96512.69568197396,84.66379310344837,81.1
4015801,36081015801,Queens,South Ozone Park,158.01,75.5,67.2,Protect,999,675.0,27.0,32.0,32.032032032032035,38749.51951951952,96.37964458804527,60.4
4056700,36081056700,Queens,Glendale,567,38.6,67.1,Produce,1601,1318.0,53.0,12.0,7.495315427857589,38742.12367270456,103.19551934826882,45.3
3036502,36047036502,Brooklyn,Ocean Hill,365.02,93.8,67.1,Protect,1132,542.0,22.0,88.0,77.73851590106007,52615.50441696113,89.00628930817606,92.3
3118202,36047118202,Brooklyn,Cypress Hills,1182.02,63.4,67.0,Protect,827,797.0,32.0,46.0,55.62273276904474,31974.32285368803,119.88793103448279,67.0
1002700,36061002700,Manhattan,Chinatown-Two Bridges,27,82.9,67.0,Protect,635,612.0,25.0,7.0,11.023622047244094,102168.56692913386,119.96000000000004,81.8
4026902,36081026902,Queens,Elmhurst,269.02,63.6,67.0,Preserve,1429,797.0,32.0,38.0,26.592022393282015,38640.50524842547,92.30075187969919,62.6
4015700,36081015700,Queens,Astoria (East)-Woodside (North),157,84.1,66.9,Protect,947,600.0,24.0,17.0,17.951425554382258,68778.4413938754,94.95918367346962,87.8
4008300,36081008300,Queens,Old Astoria-Hallets Point,83,75.2,66.9,Preserve,1705,672.0,27.0,36.0,21.114369501466275,60629.85865102639,84.84074074074078,67.0
4028900,36081028900,Queens,Jackson Heights,289,59.6,66.8,Preserve,2104,843.0,34.0,43.0,20.43726235741445,44140.437737642584,85.0441767068271,66.6
3018000,36047018000,Brooklyn,Bath Beach,180,68.5,66.8,Protect,1058,735.0,29.0,13.0,12.287334593572778,52562.120982986766,97.28500000000008,54.1
2039700,36005039700,Bronx,Belmont,397,84.7,66.7,Protect,791,593.0,24.0,52.0,65.73957016434892,37357.16814159292,99.88235294117635,84.3
4016600,36081016600,Queens,South Ozone Park,166,71.8,66.7,Protect,930,700.0,28.0,26.0,27.956989247311828,37781.0,99.95724907063209,67.4
3041600,36047041600,Brooklyn,Gravesend (East)-Homecrest,416,91.4,66.6,Protect,809,549.0,22.0,19.0,23.485784919653895,82266.26699629171,96.53134328358192,83.7
2022300,36005022300,Bronx,Mount Eden-Claremont (West),223,35.6,66.6,Produce,1829,1410.0,56.0,152.0,83.10552214324768,27540.29524330235,100.81481481481478,35.6
3079400,36047079400,Brooklyn,East Flatbush-Erasmus,794,93.7,66.5,Protect,955,532.0,21.0,48.0,50.261780104712045,54702.458638743454,92.27999999999997,94.0
3040800,36047040800,Brooklyn,Gravesend (West),408,57.5,66.5,Protect,1080,868.0,35.0,10.0,9.25925925925926,47974.694444444445,102.23779193205951,70.9
3060000,36047060000,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,600,45.6,66.5,Produce,2880,1096.0,44.0,30.0,10.416666666666666,50507.197222222225,84.2248939179633,52.8
4010500,36081010500,Queens,Astoria (North)-Ditmars-Steinway,105,81.2,66.4,Preserve,1757,614.0,24.0,66.0,37.564029595902106,52117.137734775184,82.83856502242156,59.4
4002600,36081002600,Queens,Richmond Hill,26,89.5,66.4,Protect,622,553.0,22.0,20.0,32.15434083601286,43945.70739549839,108.10724637681164,86.2
3016200,36047016200,Brooklyn,Bay Ridge,162,76.7,66.3,Protect,1161,644.0,26.0,23.0,19.810508182601207,51323.56330749354,92.20087336244569,83.5
3073600,36047073600,Brooklyn,Flatlands,736,67.4,66.3,Protect,1141,732.0,29.0,42.0,36.809815950920246,36147.081507449606,95.19161676646718,67.9
4012800,36081012800,Queens,Richmond Hill,128,77.8,66.2,Protect,720,634.0,25.0,15.0,20.833333333333332,41958.291666666664,107.34069400630915,79.8
1002602,36061002602,Manhattan,East Village,26.02,23.9,66.2,Produce,2488,2061.0,82.0,0.0,0.0,138845.7520096463,103.38750000000005,26.3
4011500,36081011500,Queens,Astoria (North)-Ditmars-Steinway,115,76.9,66.1,Protect,1277,640.0,25.0,22.0,17.227877838684417,65936.47611589663,90.01910828025484,77.5
2014100,36005014100,Bronx,Morrisania,141,79.5,66.1,Preserve,3015,618.0,25.0,371.0,123.0514096185738,49822.67097844113,74.24074074074088,79.0
3047800,36047047800,Brooklyn,Borough Park,478,64.7,66.1,Preserve,1407,759.0,30.0,19.0,13.503909026297086,53943.604832977966,91.51077586206884,73.7
3064200,36047064200,Brooklyn,Madison,642,71.4,66.0,Protect,1124,687.0,27.0,17.0,15.124555160142348,51513.03202846975,94.21183800623044,37.7
4062700,36081062700,Queens,Glendale,627,55.5,66.0,Protect,1101,884.0,35.0,14.0,12.715712988192553,40313.18801089918,102.16666666666674,61.2
3043400,36047043400,Brooklyn,Bensonhurst,434,74.1,65.9,Protect,1373,659.0,26.0,27.0,19.664967225054625,52825.798980335036,89.09404388714711,64.7
3029600,36047029600,Brooklyn,Gravesend (West),296,57.1,65.9,Preserve,2265,855.0,34.0,40.0,17.660044150110377,46581.68609271523,84.12533333333363,58.4
3092200,36047092200,Brooklyn,Brownsville,922,75.8,65.8,Protect,1327,642.0,25.0,57.0,42.95403165033911,39529.781461944236,89.24836601307197,77.6
4015600,36081015600,Queens,South Richmond Hill,156,73.2,65.8,Protect,829,664.0,26.0,20.0,24.125452352231605,39122.135102533175,102.07723577235765,57.1
2020000,36005020000,Bronx,Westchester Square,200,41.8,65.7,Produce,1669,1162.0,46.0,84.0,50.329538645895745,29584.637507489515,97.33828996282523,41.1
2002800,36005002800,Bronx,Soundview-Bruckner-Bronx River,28,66.4,65.7,Preserve,2860,732.0,29.0,152.0,53.14685314685315,41717.07062937063,77.78260869565202,58.1
3040600,36047040600,Brooklyn,Gravesend (West),406,61.1,65.6,Protect,1151,794.0,31.0,19.0,16.507384882710685,40830.83405734144,97.06637168141606,66.0
3026600,36047026600,Brooklyn,Bensonhurst,266,62.7,65.6,Protect,1182,773.0,30.0,13.0,10.998307952622675,53986.80626057529,95.59999999999991,72.3
3007200,36047007200,Brooklyn,Sunset Park (West),72,94.3,65.6,Protect,577,514.0,20.0,15.0,25.996533795493935,64150.970537261695,108.45833333333371,96.9
3022000,36047022000,Brooklyn,Borough Park,220,45.8,65.5,Produce,1455,1055.0,41.0,7.0,4.810996563573884,67656.87697594502,98.62124711316392,53.0
3060800,36047060800,Brooklyn,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,608,80.5,65.5,Preserve,1937,599.0,24.0,68.0,35.105833763551885,58621.69540526588,80.31472081218271,83.0
3048100,36047048100,Brooklyn,East Williamsburg,481,60.0,65.4,Preserve,1790,798.0,31.0,18.0,10.05586592178771,105734.9782122905,87.43205574912872,65.4
4025100,36081025100,Queens,Woodside,251,39.5,65.4,Produce,2360,1207.0,47.0,18.0,7.627118644067797,44667.54533898305,90.3324468085109,31.3
3000501,36047000501,Brooklyn,Brooklyn Heights,5.01,26.3,65.3,Produce,1836,1811.0,71.0,0.0,0.0,128083.6454248366,128.71844660194165,28.4
3052900,36047052900,Brooklyn,South Williamsburg,529,46.3,65.3,Monitor,1084,1026.0,40.0,3.0,2.7675276752767526,82013.3671586716,115.2051282051284,46.4
3027600,36047027600,Brooklyn,Bensonhurst,276,69.5,65.2,Protect,1226,679.0,27.0,19.0,15.497553017944535,51918.75530179445,92.1548387096775,51.1
4147900,36081147900,Queens,Douglaston-Little Neck,1479,70.2,65.2,Preserve,1830,674.0,26.0,34.0,18.579234972677593,61800.07049180328,83.7864476386037,62.0
4055500,36081055500,Queens,Ridgewood,555,96.2,65.2,Protect,674,491.0,19.0,25.0,37.0919881305638,62042.27002967359,98.73333333333358,98.8
4047000,36081047000,Queens,Jamaica,470,69.6,65.1,Protect,873,674.0,26.0,26.0,29.782359679266893,36628.39404352807,100.89298245614032,74.4
2018101,36005018101,Bronx,Concourse-Concourse Village,181.01,74.4,65.1,Protect,1086,632.0,25.0,109.0,100.3683241252302,35066.0773480663,93.13669064748206,73.4
4011900,36081011900,Queens,Astoria (North)-Ditmars-Steinway,119,86.2,65.0,Protect,830,537.0,21.0,17.0,20.481927710843376,64789.48192771084,95.43378995433795,73.2
4093800,36081093800,Queens,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,938,54.1,65.0,Preserve,2442,865.0,34.0,81.0,33.16953316953317,37478.90990990991,83.1320754716985,52.3
4000800,36081000800,Queens,Woodhaven,8,54.8,64.9,Protect,997,843.0,33.0,28.0,28.084252758274825,33674.984954864594,104.6411483253587,50.8
1019200,36061019200,Manhattan,East Harlem (North),192,23.0,64.9,Produce,2240,2008.0,78.0,45.0,20.089285714285715,27487.046875,108.86206896551721,24.6
4012400,36081012400,Queens,Richmond Hill,124,69.6,64.8,Protect,778,655.0,25.0,21.0,26.992287917737787,36767.005141388174,104.36871508379886,56.8
3087800,36047087800,Brooklyn,East Flatbush-Rugby,878,95.0,64.8,Protect,962,480.0,19.0,56.0,58.21205821205822,61082.24532224532,89.93908629441648,95.2
4036500,36081036500,Queens,East Elmhurst,365,82.5,64.7,Protect,969,551.0,21.0,24.0,24.76780185758514,51946.4004127967,92.78477690288719,88.3
3080600,36047080600,Brooklyn,Prospect Lefferts Gardens-Wingate,806,88.1,64.7,Protect,1367,517.0,20.0,49.0,35.844915874177026,71767.92757863936,84.14641744548271,86.9
4026700,36081026700,Queens,Elmhurst,267,71.6,64.7,Preserve,2097,636.0,25.0,63.0,30.042918454935624,50214.26371006199,80.02399999999989,71.5
1000202,36061000202,Manhattan,Lower East Side,2.02,18.2,64.6,Produce,3566,2489.0,96.0,0.0,0.0,64578.71003925968,97.43478260869551,19.8
1014801,36061014801,Manhattan,Upper East Side-Carnegie Hill,148.01,41.2,64.6,Produce,1849,1098.0,43.0,5.0,2.7041644131963225,237398.3856138453,93.56818181818198,40.7
3074800,36047074800,Brooklyn,Midwood,748,90.4,64.5,Protect,675,500.0,19.0,16.0,23.703703703703702,63267.73333333333,99.50157728706631,91.0
3112400,36047112400,Brooklyn,East New York-New Lots,1124,80.4,64.5,Protect,1321,562.0,22.0,110.0,83.27024981074943,39626.78274034822,86.47186147186153,80.6
3018700,36047018700,Brooklyn,Fort Greene,187,74.3,64.4,Protect,633,608.0,23.0,5.0,7.898894154818325,117421.1279620853,118.77124183006549,82.6
3057300,36047057300,Brooklyn,Greenpoint,573,44.4,64.4,Monitor,1347,1016.0,39.0,4.0,2.969561989606533,118324.06533036377,100.04216867469881,43.8
3024400,36047024400,Brooklyn,Mapleton-Midwood (West),244,71.0,64.3,Protect,1004,634.0,24.0,11.0,10.956175298804782,79966.97211155378,94.94481236203114,76.0
3058400,36047058400,Brooklyn,Gravesend (East)-Homecrest,584,58.3,64.3,Preserve,1506,773.0,30.0,26.0,17.264276228419654,42384.99601593625,90.45187165775405,58.5
3058200,36047058200,Brooklyn,Gravesend (East)-Homecrest,582,72.8,64.3,Protect,1067,618.0,24.0,17.0,15.932521087160262,52971.46766635426,93.06725146198846,77.7
3055600,36047055600,Brooklyn,Gravesend (East)-Homecrest,556,59.1,64.2,Protect,1387,761.0,29.0,14.0,10.093727469358328,60491.773612112476,91.86170212765956,65.2
1020701,36061020701,Manhattan,Morningside Heights,207.01,35.4,64.2,Produce,1639,1271.0,49.0,2.0,1.2202562538133008,58917.05308114704,101.0769230769231,38.4
4109900,36081109900,Queens,Auburndale,1099,67.9,64.1,Protect,1213,662.0,25.0,18.0,14.83924154987634,52658.75515251443,91.7727771679472,71.8
3050202,36047050202,Brooklyn,Windsor Terrace-South Slope,502.02,46.4,64.1,Monitor,1107,961.0,37.0,4.0,3.6133694670280034,72630.02529358627,106.3162939297124,23.9
4002800,36081002800,Queens,Richmond Hill,28,55.8,64.0,Protect,968,796.0,31.0,35.0,36.15702479338843,32769.85537190083,103.16273584905684,55.3
1019800,36061019800,Manhattan,East Harlem (North),198,62.7,64.0,Preserve,1524,709.0,27.0,17.0,11.15485564304462,79942.93241469817,88.28888888888878,63.1
3000502,36047000502,Brooklyn,Brooklyn Heights,5.02,27.4,63.9,Produce,1629,1615.0,62.0,0.0,0.0,159094.23572744016,131.82978723404244,29.0
3046000,36047046000,Brooklyn,Flatbush (West)-Ditmas Park-Parkville,460,39.7,63.9,Monitor,1312,1117.0,43.0,4.0,3.048780487804878,54881.545731707316,105.13312693498483,48.7
3038800,36047038800,Brooklyn,Gravesend (East)-Homecrest,388,63.5,63.8,Preserve,1496,690.0,26.0,30.0,20.053475935828878,44141.52673796791,88.1864406779664,59.0
2018302,36005018302,Bronx,Concourse-Concourse Village,183.02,40.9,63.8,Monitor,1331,1079.0,41.0,125.0,93.91435011269722,28144.395191585274,102.46575342465758,41.0
4162100,36081162100,Queens,Bellerose,1621,45.7,63.8,Produce,2062,961.0,37.0,48.0,23.278370514064015,35705.994180407375,88.31126331811288,45.9
2040303,36005040303,Bronx,Bedford Park,403.03,32.6,63.7,Produce,1828,1337.0,51.0,167.0,91.35667396061268,27078.884573304156,98.92660550458709,33.1
1003002,36061003002,Manhattan,East Village,30.02,23.8,63.7,Produce,2120,1838.0,70.0,0.0,0.0,111069.12688679245,106.28378378378397,26.2
4007500,36081007500,Queens,Astoria (Central),75,52.4,63.6,Preserve,2680,831.0,32.0,38.0,14.179104477611942,54942.05708955224,80.43820224719116,46.9
3049700,36047049700,Brooklyn,East Williamsburg,497,41.1,63.6,Produce,2019,1059.0,40.0,8.0,3.96235760277365,120171.95591877167,90.89717223650405,41.8
3040000,36047040000,Brooklyn,Gravesend (West),400,56.4,63.5,Protect,1116,769.0,29.0,10.0,8.960573476702509,52569.56989247312,97.0151515151515,75.0
4002200,36081002200,Queens,Woodhaven,22,70.8,63.5,Protect,725,614.0,23.0,28.0,38.62068965517241,34905.43448275862,104.73287671232879,59.3
4004700,36081004700,Queens,Queensbridge-Ravenswood-Dutch Kills,47,56.8,63.4,Preserve,1634,762.0,29.0,24.0,14.687882496940025,46747.10526315789,88.32894736842127,74.0
2006400,36005006400,Bronx,Soundview-Bruckner-Bronx River,64,68.0,63.4,Preserve,1567,637.0,24.0,75.0,47.862156987874926,38193.23611997447,85.45481049562682,65.0
2003500,36005003500,Bronx,Mott Haven-Port Morris,35,56.3,63.4,Preserve,1564,766.0,29.0,81.0,51.790281329923275,34240.39641943734,89.4574468085109,56.2
3050500,36047050500,Brooklyn,East Williamsburg,505,73.3,63.3,Preserve,2214,586.0,22.0,53.0,23.938572719060524,82569.97651309846,78.25766871165638,64.7
3041800,36047041800,Brooklyn,Gravesend (East)-Homecrest,418,72.1,63.3,Protect,968,595.0,23.0,11.0,11.363636363636363,79690.35123966943,94.39338235294122,71.0
4010800,36081010800,Queens,South Richmond Hill,108,77.2,63.2,Protect,807,555.0,21.0,31.0,38.41387856257745,37551.63568773234,96.9425287356321,67.9
3028800,36047028800,Brooklyn,Bensonhurst,288,46.2,63.2,Monitor,1266,927.0,35.0,9.0,7.109004739336492,47863.08609794629,98.93602693602725,47.5
3004400,36047004400,Brooklyn,Bay Ridge,44,56.9,63.1,Protect,1037,746.0,28.0,7.0,6.750241080038573,88195.5737704918,98.36221590909122,48.9
2042901,36005042901,Bronx,Norwood,429.01,34.0,63.1,Produce,1462,1250.0,47.0,78.0,53.3515731874145,27521.37004103967,105.47524752475238,33.5
3086600,36047086600,Brooklyn,East Flatbush-Rugby,866,60.8,63.0,Protect,1269,698.0,26.0,96.0,75.65011820330969,33614.397163120564,91.93650793650795,62.1
